Site,Date,Value
Guangzhou,2014/3/25,55.9583333333
Guangzhou,2014/3/26,61.5238095238
Guangzhou,2014/3/27,37.0869565217
Guangzhou,2014/3/28,31.4545454545
Guangzhou,2014/3/29,39.0833333333
Guangzhou,2014/3/3,65.6666666667
Guangzhou,2014/3/30,41.652173913
Guangzhou,2014/3/31,22.5333333333
Guangzhou,2014/3/4,59.9583333333
Guangzhou,2014/3/5,26.0416666667
Guangzhou,2014/3/6,71.4166666667
Guangzhou,2014/3/7,29.625
Guangzhou,2014/3/8,46.5
Guangzhou,2014/3/9,21.625
Guangzhou,2014/4/1,47.4
Guangzhou,2014/4/10,43.4166666667
Guangzhou,2014/4/11,39.2083333333
Guangzhou,2014/4/12,40.1666666667
Guangzhou,2014/4/13,59.6
Guangzhou,2014/4/14,53.625
Guangzhou,2014/4/15,36.9166666667
Guangzhou,2014/4/16,44.4705882353
Guangzhou,2014/4/17,38.0
Guangzhou,2014/4/18,39.0
Guangzhou,2014/4/2,29.85
Guangzhou,2014/4/20,0.0
Guangzhou,2014/4/23,27.5
Guangzhou,2014/4/29,85.6666666667
Guangzhou,2014/4/3,39.7222222222
Guangzhou,2014/4/4,54.7916666667
Guangzhou,2014/4/5,63.375
Guangzhou,2014/4/6,65.6086956522
Guangzhou,2014/4/7,58.5909090909
Guangzhou,2014/4/8,56.625
Guangzhou,2014/4/9,68.3333333333
Guangzhou,2014/5/1,37.0714285714
Guangzhou,2014/5/10,33.5
Guangzhou,2014/5/11,29.0833333333
Guangzhou,2014/5/12,77.9166666667
Guangzhou,2014/5/13,72.3333333333
Guangzhou,2014/5/14,24.5
Guangzhou,2014/5/15,39.3333333333
Guangzhou,2014/5/16,44.25
Guangzhou,2014/5/17,19.5416666667
Guangzhou,2014/5/18,34.0
Guangzhou,2014/5/19,38.5416666667
Guangzhou,2014/5/2,38.9166666667
Guangzhou,2014/5/20,46.7083333333
Guangzhou,2014/5/21,37.5
Guangzhou,2014/5/22,25.4583333333
Guangzhou,2014/5/23,48.4583333333
Guangzhou,2014/5/24,38.0416666667
Guangzhou,2014/5/25,22.5416666667
Guangzhou,2014/5/26,32.7916666667
Guangzhou,2014/5/27,70.2083333333
Guangzhou,2014/5/28,37.8181818182
Guangzhou,2014/5/29,31.1666666667
Guangzhou,2014/5/3,64.6428571429
Guangzhou,2014/5/30,25.2083333333
Guangzhou,2014/5/31,21.0
Guangzhou,2014/5/4,106.0
Guangzhou,2014/5/5,19.9166666667
Guangzhou,2014/5/6,48.7916666667
Guangzhou,2014/5/7,57.5
Guangzhou,2014/5/8,66.7916666667
Guangzhou,2014/5/9,43.5833333333
Guangzhou,2014/6/1,14.2916666667
Guangzhou,2014/6/10,82.0833333333
Guangzhou,2014/6/11,203.958333333
Guangzhou,2014/6/12,73.3529411765
Guangzhou,2014/6/13,87.7083333333
Guangzhou,2014/6/14,70.0833333333
Guangzhou,2014/6/15,104.166666667
Guangzhou,2014/6/16,132.952380952
Guangzhou,2014/6/17,58.25
Guangzhou,2014/6/18,45.5
Guangzhou,2014/6/19,46.5833333333
Guangzhou,2014/6/2,14.3333333333
Guangzhou,2014/6/20,47.8571428571
Guangzhou,2014/6/21,68.7368421053
Guangzhou,2014/6/22,65.0416666667
Guangzhou,2014/6/23,45.7272727273
Guangzhou,2014/6/24,43.6666666667
Guangzhou,2014/6/25,64.375
Guangzhou,2014/6/26,30.0588235294
Guangzhou,2014/6/27,16.6666666667
Guangzhou,2014/6/28,15.7083333333
Guangzhou,2014/6/29,16.2916666667
Guangzhou,2014/6/3,22.5416666667
Guangzhou,2014/6/30,4.59090909091
Guangzhou,2014/6/4,59.8
Guangzhou,2014/6/5,22.7142857143
Guangzhou,2014/6/6,72.5
Guangzhou,2014/6/7,150.875
Guangzhou,2014/6/8,123.541666667
Guangzhou,2014/6/9,96.7083333333
Guangzhou,2014/7/1,11.25
Guangzhou,2014/7/10,29.5833333333
Guangzhou,2014/7/11,11.25
Guangzhou,2014/7/12,17.5833333333
Guangzhou,2014/7/13,9.79166666667
Guangzhou,2014/7/14,8.95833333333
Guangzhou,2014/7/15,7.70833333333
Guangzhou,2014/7/16,8.83333333333
Guangzhou,2014/7/17,16.6666666667
Guangzhou,2014/7/18,4.79166666667
Guangzhou,2014/7/19,9.20833333333
Guangzhou,2014/7/2,12.375
Guangzhou,2014/7/20,19.5416666667
Guangzhou,2014/7/21,41.4583333333
Guangzhou,2014/7/22,55.75
Guangzhou,2014/7/23,52.4166666667
Guangzhou,2014/7/24,42.6666666667
Guangzhou,2014/7/25,33.0434782609
Guangzhou,2014/7/26,16.75
Guangzhou,2014/7/27,7.79166666667
Guangzhou,2014/7/28,19.5
Guangzhou,2014/7/29,31.3181818182
Guangzhou,2014/7/3,13.6666666667
Guangzhou,2014/7/30,57.5833333333
Guangzhou,2014/7/31,49.2916666667
Guangzhou,2014/7/4,11.375
Guangzhou,2014/7/5,9.125
Guangzhou,2014/7/6,18.3333333333
Guangzhou,2014/7/7,52.8260869565
Guangzhou,2014/7/8,67.4583333333
Guangzhou,2014/7/9,54.7916666667
Guangzhou,2014/8/1,42.25
Guangzhou,2014/8/10,19.4583333333
Guangzhou,2014/8/11,16.5416666667
Guangzhou,2014/8/12,16.2083333333
Guangzhou,2014/8/13,17.0833333333
Guangzhou,2014/8/14,18.5833333333
Guangzhou,2014/8/15,18.8333333333
Guangzhou,2014/8/16,24.4166666667
Guangzhou,2014/8/17,30.4166666667
Guangzhou,2014/8/18,21.8333333333
Guangzhou,2014/8/19,18.0416666667
Guangzhou,2014/8/2,43.25
Guangzhou,2014/8/20,19.25
Guangzhou,2014/8/21,32.4285714286
Guangzhou,2014/8/22,32.4782608696
Guangzhou,2014/8/23,26.7727272727
Guangzhou,2014/8/24,17.0833333333
Guangzhou,2014/8/25,19.5416666667
Guangzhou,2014/8/26,26.7916666667
Guangzhou,2014/8/27,12.5833333333
Guangzhou,2014/8/28,9.5
Guangzhou,2014/8/29,21.25
Guangzhou,2014/8/3,58.375
Guangzhou,2014/8/30,27.3333333333
Guangzhou,2014/8/31,23.9166666667
Guangzhou,2014/8/4,34.0416666667
Guangzhou,2014/8/5,34.125
Guangzhou,2014/8/6,28.8333333333
Guangzhou,2014/8/7,31.0833333333
Guangzhou,2014/8/8,27.7083333333
Guangzhou,2014/8/9,17.0
Guangzhou,2014/9/1,18.3333333333
Guangzhou,2014/9/10,27.4583333333
Guangzhou,2014/9/11,29.7083333333
Guangzhou,2014/9/12,13.1666666667
Guangzhou,2014/9/13,22.4166666667
Guangzhou,2014/9/14,26.5
Guangzhou,2014/9/15,31.0416666667
Guangzhou,2014/9/16,9.0
Guangzhou,2014/9/17,21.0416666667
Guangzhou,2014/9/18,40.6666666667
Guangzhou,2014/9/19,73.0
Guangzhou,2014/9/2,39.4166666667
Guangzhou,2014/9/20,20.0416666667
Guangzhou,2014/9/21,29.2083333333
Guangzhou,2014/9/22,31.0
Guangzhou,2014/9/23,37.625
Guangzhou,2014/9/24,43.0833333333
Guangzhou,2014/9/25,53.347826087
Guangzhou,2014/9/26,43.8333333333
Guangzhou,2014/9/27,17.75
Guangzhou,2014/9/28,25.75
Guangzhou,2014/9/29,36.25
Guangzhou,2014/9/3,22.875
Guangzhou,2014/9/30,55.0833333333
Guangzhou,2014/9/4,24.375
Guangzhou,2014/9/5,56.3333333333
Guangzhou,2014/9/6,39.3333333333
Guangzhou,2014/9/7,34.7916666667
Guangzhou,2014/9/8,16.1666666667
Guangzhou,2014/9/9,26.5833333333
Guangzhou,2015/1/1,50.8333333333
Guangzhou,2015/1/10,61.0833333333
Guangzhou,2015/1/11,59.5833333333
Guangzhou,2015/1/12,31.4583333333
Guangzhou,2015/1/13,16.0416666667
Guangzhou,2015/1/14,24.0
Guangzhou,2015/1/15,51.0833333333
Guangzhou,2015/1/16,59.9166666667
Guangzhou,2015/1/17,49.5833333333
Guangzhou,2015/1/18,77.375
Guangzhou,2015/1/19,72.5
Guangzhou,2015/1/2,60.9166666667
Guangzhou,2015/1/20,153.541666667
Guangzhou,2015/1/21,170.933333333
Guangzhou,2015/1/22,69.3846153846
Guangzhou,2015/1/23,75.5416666667
Guangzhou,2015/1/24,87.9166666667
Guangzhou,2015/1/25,97.8333333333
Guangzhou,2015/1/26,100.791666667
Guangzhou,2015/1/27,83.0833333333
Guangzhou,2015/1/28,61.4583333333
Guangzhou,2015/1/29,68.5
Guangzhou,2015/1/3,116.625
Guangzhou,2015/1/30,42.0
Guangzhou,2015/1/31,43.9166666667
Guangzhou,2015/1/4,76.2916666667
Guangzhou,2015/1/5,75.9583333333
Guangzhou,2015/1/6,104.708333333
Guangzhou,2015/1/7,52.0416666667
Guangzhou,2015/1/8,51.6666666667
Guangzhou,2015/1/9,61.5
Guangzhou,2015/10/1,56.5
Guangzhou,2015/10/10,18.8333333333
Guangzhou,2015/10/11,12.4166666667
Guangzhou,2015/10/12,39.125
Guangzhou,2015/10/13,46.875
Guangzhou,2015/10/14,97.375
Guangzhou,2015/10/15,88.625
Guangzhou,2015/10/16,70.3333333333
Guangzhou,2015/10/17,42.25
Guangzhou,2015/10/18,48.375
Guangzhou,2015/10/19,55.625
Guangzhou,2015/10/2,29.5833333333
Guangzhou,2015/10/20,45.0416666667
Guangzhou,2015/10/21,42.0
Guangzhou,2015/10/22,43.375
Guangzhou,2015/10/23,44.9583333333
Guangzhou,2015/10/24,53.0833333333
Guangzhou,2015/10/25,46.9583333333
Guangzhou,2015/10/26,43.0833333333
Guangzhou,2015/10/27,46.375
Guangzhou,2015/10/28,63.4583333333
Guangzhou,2015/10/29,41.1304347826
Guangzhou,2015/10/3,27.375
Guangzhou,2015/10/30,49.7916666667
Guangzhou,2015/10/31,22.125
Guangzhou,2015/10/4,11.125
Guangzhou,2015/10/5,12.6666666667
Guangzhou,2015/10/6,33.375
Guangzhou,2015/10/7,20.25
Guangzhou,2015/10/8,27.375
Guangzhou,2015/10/9,23.8333333333
Guangzhou,2015/11/1,9.54166666667
Guangzhou,2015/11/10,24.9583333333
Guangzhou,2015/11/11,54.625
Guangzhou,2015/11/12,58.2083333333
Guangzhou,2015/11/13,14.4583333333
Guangzhou,2015/11/14,22.7916666667
Guangzhou,2015/11/15,40.0833333333
Guangzhou,2015/11/16,23.8333333333
Guangzhou,2015/11/17,28.0
Guangzhou,2015/11/18,50.5
Guangzhou,2015/11/19,61.4166666667
Guangzhou,2015/11/2,28.8333333333
Guangzhou,2015/11/20,63.8333333333
Guangzhou,2015/11/21,53.5833333333
Guangzhou,2015/11/22,33.0416666667
Guangzhou,2015/11/23,22.9166666667
Guangzhou,2015/11/24,37.5833333333
Guangzhou,2015/11/25,26.6428571429
Guangzhou,2015/11/29,65.4
Guangzhou,2015/11/3,40.0416666667
Guangzhou,2015/11/30,38.875
Guangzhou,2015/11/4,47.8333333333
Guangzhou,2015/11/5,59.9166666667
Guangzhou,2015/11/6,38.3333333333
Guangzhou,2015/11/7,43.875
Guangzhou,2015/11/8,32.9583333333
Guangzhou,2015/11/9,25.625
Guangzhou,2015/12/1,50.8636363636
Guangzhou,2015/12/10,16.1666666667
Guangzhou,2015/12/11,19.6666666667
Guangzhou,2015/12/12,45.7916666667
Guangzhou,2015/12/13,68.375
Guangzhou,2015/12/14,13.6666666667
Guangzhou,2015/12/15,27.375
Guangzhou,2015/12/16,51.7916666667
Guangzhou,2015/12/17,22.2916666667
Guangzhou,2015/12/18,31.5833333333
Guangzhou,2015/12/19,46.347826087
Guangzhou,2015/12/2,46.125
Guangzhou,2015/12/20,64.2916666667
Guangzhou,2015/12/21,78.5833333333
Guangzhou,2015/12/22,110.208333333
Guangzhou,2015/12/23,108.666666667
Guangzhou,2015/12/24,44.652173913
Guangzhou,2015/12/25,18.75
Guangzhou,2015/12/26,23.4166666667
Guangzhou,2015/12/27,16.125
Guangzhou,2015/12/28,25.7083333333
Guangzhou,2015/12/29,44.5833333333
Guangzhou,2015/12/3,15.1666666667
Guangzhou,2015/12/30,40.9583333333
Guangzhou,2015/12/31,51.5
Guangzhou,2015/12/4,20.1666666667
Guangzhou,2015/12/5,22.4583333333
Guangzhou,2015/12/6,7.625
Guangzhou,2015/12/7,15.8333333333
Guangzhou,2015/12/8,22.6666666667
Guangzhou,2015/12/9,17.625
Guangzhou,2015/2/1,49.4166666667
Guangzhou,2015/2/10,112.166666667
Guangzhou,2015/2/11,136.875
Guangzhou,2015/2/12,120.25
Guangzhou,2015/2/13,76.9583333333
Guangzhou,2015/2/14,74.5
Guangzhou,2015/2/15,107.583333333
Guangzhou,2015/2/16,71.4583333333
Guangzhou,2015/2/17,53.2916666667
Guangzhou,2015/2/18,68.8333333333
Guangzhou,2015/2/19,72.4583333333
Guangzhou,2015/2/2,69.2916666667
Guangzhou,2015/2/20,41.5833333333
Guangzhou,2015/2/21,43.0416666667
Guangzhou,2015/2/22,43.2083333333
Guangzhou,2015/2/23,26.3913043478
Guangzhou,2015/2/24,35.0416666667
Guangzhou,2015/2/25,28.9583333333
Guangzhou,2015/2/26,27.7272727273
Guangzhou,2015/2/27,21.7083333333
Guangzhou,2015/2/28,24.3333333333
Guangzhou,2015/2/3,102.083333333
Guangzhou,2015/2/4,60.4583333333
Guangzhou,2015/2/5,53.4761904762
Guangzhou,2015/2/6,99.0555555556
Guangzhou,2015/2/7,111.5
Guangzhou,2015/2/8,74.3333333333
Guangzhou,2015/2/9,78.875
Guangzhou,2015/3/1,13.6315789474
Guangzhou,2015/3/10,32.0416666667
Guangzhou,2015/3/11,26.5833333333
Guangzhou,2015/3/12,18.25
Guangzhou,2015/3/13,45.625
Guangzhou,2015/3/14,72.0
Guangzhou,2015/3/15,53.375
Guangzhou,2015/3/16,45.0833333333
Guangzhou,2015/3/17,31.5
Guangzhou,2015/3/18,31.875
Guangzhou,2015/3/19,36.375
Guangzhou,2015/3/2,44.5
Guangzhou,2015/3/20,33.2916666667
Guangzhou,2015/3/21,54.0
Guangzhou,2015/3/22,67.0833333333
Guangzhou,2015/3/23,39.4583333333
Guangzhou,2015/3/24,13.6818181818
Guangzhou,2015/3/25,32.3333333333
Guangzhou,2015/3/26,22.625
Guangzhou,2015/3/27,33.0
Guangzhou,2015/3/28,43.7916666667
Guangzhou,2015/3/29,60.875
Guangzhou,2015/3/3,48.0833333333
Guangzhou,2015/3/30,44.3333333333
Guangzhou,2015/3/31,24.75
Guangzhou,2015/3/4,16.3333333333
Guangzhou,2015/3/5,23.5
Guangzhou,2015/3/6,16.2916666667
Guangzhou,2015/3/7,39.5
Guangzhou,2015/3/8,114.333333333
Guangzhou,2015/3/9,92.25
Guangzhou,2015/4/1,20.1666666667
Guangzhou,2015/4/10,16.7916666667
Guangzhou,2015/4/11,30.2916666667
Guangzhou,2015/4/12,43.7916666667
Guangzhou,2015/4/13,55.2083333333
Guangzhou,2015/4/14,35.5416666667
Guangzhou,2015/4/15,52.1666666667
Guangzhou,2015/4/16,67.75
Guangzhou,2015/4/17,48.625
Guangzhou,2015/4/18,32.625
Guangzhou,2015/4/19,32.2083333333
Guangzhou,2015/4/2,16.9166666667
Guangzhou,2015/4/20,22.0833333333
Guangzhou,2015/4/21,17.6666666667
Guangzhou,2015/4/22,29.5833333333
Guangzhou,2015/4/23,54.3913043478
Guangzhou,2015/4/24,58.3333333333
Guangzhou,2015/4/25,120.375
Guangzhou,2015/4/26,80.5
Guangzhou,2015/4/27,63.0416666667
Guangzhou,2015/4/28,40.1666666667
Guangzhou,2015/4/29,50.7916666667
Guangzhou,2015/4/3,17.1666666667
Guangzhou,2015/4/30,48.7916666667
Guangzhou,2015/4/4,11.5
Guangzhou,2015/4/5,17.7916666667
Guangzhou,2015/4/6,31.1666666667
Guangzhou,2015/4/7,41.625
Guangzhou,2015/4/8,11.875
Guangzhou,2015/4/9,28.625
Guangzhou,2015/5/1,13.7083333333
Guangzhou,2015/5/10,31.2083333333
Guangzhou,2015/5/11,24.4166666667
Guangzhou,2015/5/12,20.0
Guangzhou,2015/5/13,39.4090909091
Guangzhou,2015/5/14,21.9166666667
Guangzhou,2015/5/15,15.625
Guangzhou,2015/5/16,23.4166666667
Guangzhou,2015/5/17,31.2083333333
Guangzhou,2015/5/18,21.5
Guangzhou,2015/5/19,26.6666666667
Guangzhou,2015/5/2,13.625
Guangzhou,2015/5/20,22.8333333333
Guangzhou,2015/5/21,26.4583333333
Guangzhou,2015/5/22,46.8333333333
Guangzhou,2015/5/23,41.125
Guangzhou,2015/5/24,70.2916666667
Guangzhou,2015/5/25,97.7083333333
Guangzhou,2015/5/26,37.7083333333
Guangzhou,2015/5/27,32.8695652174
Guangzhou,2015/5/28,22.5
Guangzhou,2015/5/29,23.7083333333
Guangzhou,2015/5/3,23.0416666667
Guangzhou,2015/5/30,23.4166666667
Guangzhou,2015/5/31,35.6666666667
Guangzhou,2015/5/4,26.7916666667
Guangzhou,2015/5/5,19.2916666667
Guangzhou,2015/5/6,19.2083333333
Guangzhou,2015/5/7,19.7916666667
Guangzhou,2015/5/8,16.5
Guangzhou,2015/5/9,19.7368421053
Guangzhou,2015/6/1,27.0416666667
Guangzhou,2015/6/10,20.6666666667
Guangzhou,2015/6/11,18.4166666667
Guangzhou,2015/6/12,29.8333333333
Guangzhou,2015/6/13,26.125
Guangzhou,2015/6/14,13.7916666667
Guangzhou,2015/6/15,12.75
Guangzhou,2015/6/16,18.9583333333
Guangzhou,2015/6/17,14.875
Guangzhou,2015/6/18,16.2916666667
Guangzhou,2015/6/19,12.7916666667
Guangzhou,2015/6/2,15.4166666667
Guangzhou,2015/6/20,13.0
Guangzhou,2015/6/21,13.0833333333
Guangzhou,2015/6/22,10.0
Guangzhou,2015/6/23,10.0833333333
Guangzhou,2015/6/24,13.9166666667
Guangzhou,2015/6/25,21.875
Guangzhou,2015/6/26,21.1304347826
Guangzhou,2015/6/27,16.3333333333
Guangzhou,2015/6/28,16.25
Guangzhou,2015/6/29,17.625
Guangzhou,2015/6/3,15.5416666667
Guangzhou,2015/6/30,22.7083333333
Guangzhou,2015/6/4,16.1666666667
Guangzhou,2015/6/5,18.9583333333
Guangzhou,2015/6/6,42.125
Guangzhou,2015/6/7,12.125
Guangzhou,2015/6/8,14.5416666667
Guangzhou,2015/6/9,16.0
Guangzhou,2015/7/1,19.5416666667
Guangzhou,2015/7/10,14.0416666667
Guangzhou,2015/7/11,30.25
Guangzhou,2015/7/12,38.5833333333
Guangzhou,2015/7/13,69.0
Guangzhou,2015/7/14,28.7916666667
Guangzhou,2015/7/15,20.8333333333
Guangzhou,2015/7/16,30.5833333333
Guangzhou,2015/7/17,39.4166666667
Guangzhou,2015/7/18,32.0416666667
Guangzhou,2015/7/19,32.625
Guangzhou,2015/7/2,20.375
Guangzhou,2015/7/20,24.9166666667
Guangzhou,2015/7/21,12.0416666667
Guangzhou,2015/7/22,18.5454545455
Guangzhou,2015/7/23,15.4583333333
Guangzhou,2015/7/24,11.1666666667
Guangzhou,2015/7/25,16.7916666667
Guangzhou,2015/7/26,15.5833333333
Guangzhou,2015/7/27,14.375
Guangzhou,2015/7/28,13.0
Guangzhou,2015/7/29,12.875
Guangzhou,2015/7/3,23.7916666667
Guangzhou,2015/7/30,15.9583333333
Guangzhou,2015/7/31,13.2916666667
Guangzhou,2015/7/4,22.0416666667
Guangzhou,2015/7/5,28.0416666667
Guangzhou,2015/7/6,17.0416666667
Guangzhou,2015/7/7,17.9583333333
Guangzhou,2015/7/8,20.9166666667
Guangzhou,2015/7/9,18.125
Guangzhou,2015/8/1,15.1666666667
Guangzhou,2015/8/10,30.875
Guangzhou,2015/8/11,39.125
Guangzhou,2015/8/12,33.7916666667
Guangzhou,2015/8/13,18.9583333333
Guangzhou,2015/8/14,21.6666666667
Guangzhou,2015/8/15,28.25
Guangzhou,2015/8/16,38.375
Guangzhou,2015/8/17,24.0
Guangzhou,2015/8/18,21.0
Guangzhou,2015/8/19,25.5
Guangzhou,2015/8/2,10.125
Guangzhou,2015/8/20,39.9166666667
Guangzhou,2015/8/21,27.2916666667
Guangzhou,2015/8/22,31.4583333333
Guangzhou,2015/8/23,36.6666666667
Guangzhou,2015/8/24,40.7083333333
Guangzhou,2015/8/25,39.8260869565
Guangzhou,2015/8/26,56.0
Guangzhou,2015/8/27,45.0416666667
Guangzhou,2015/8/28,37.0833333333
Guangzhou,2015/8/29,44.2380952381
Guangzhou,2015/8/3,22.625
Guangzhou,2015/8/30,26.4166666667
Guangzhou,2015/8/31,27.8333333333
Guangzhou,2015/8/4,26.125
Guangzhou,2015/8/5,40.0
Guangzhou,2015/8/6,34.8333333333
Guangzhou,2015/8/7,35.2916666667
Guangzhou,2015/8/8,37.6666666667
Guangzhou,2015/8/9,32.4166666667
Guangzhou,2015/9/1,28.1666666667
Guangzhou,2015/9/10,50.875
Guangzhou,2015/9/11,49.9166666667
Guangzhou,2015/9/12,49.0416666667
Guangzhou,2015/9/13,51.7916666667
Guangzhou,2015/9/14,40.1666666667
Guangzhou,2015/9/15,33.5416666667
Guangzhou,2015/9/16,41.1666666667
Guangzhou,2015/9/17,46.0833333333
Guangzhou,2015/9/18,49.2916666667
Guangzhou,2015/9/19,42.3333333333
Guangzhou,2015/9/2,18.0833333333
Guangzhou,2015/9/20,24.7916666667
Guangzhou,2015/9/21,25.9583333333
Guangzhou,2015/9/22,38.5652173913
Guangzhou,2015/9/23,32.5416666667
Guangzhou,2015/9/24,26.875
Guangzhou,2015/9/25,38.5
Guangzhou,2015/9/26,33.125
Guangzhou,2015/9/27,29.5416666667
Guangzhou,2015/9/28,42.75
Guangzhou,2015/9/29,45.5416666667
Guangzhou,2015/9/3,30.75
Guangzhou,2015/9/30,66.4705882353
Guangzhou,2015/9/4,26.75
Guangzhou,2015/9/5,21.7916666667
Guangzhou,2015/9/6,23.0
Guangzhou,2015/9/7,24.8333333333
Guangzhou,2015/9/8,38.7619047619
Guangzhou,2015/9/9,58.75
Guangzhou,2016/1/1,59.5833333333
Guangzhou,2016/1/10,50.75
Guangzhou,2016/1/11,11.0
Guangzhou,2016/1/12,21.7083333333
Guangzhou,2016/1/13,27.5833333333
Guangzhou,2016/1/14,27.6666666667
Guangzhou,2016/1/15,18.2
Guangzhou,2016/1/16,34.9166666667
Guangzhou,2016/1/17,16.7916666667
Guangzhou,2016/1/18,26.2916666667
Guangzhou,2016/1/19,43.5833333333
Guangzhou,2016/1/2,70.9166666667
Guangzhou,2016/1/20,44.9166666667
Guangzhou,2016/1/21,17.4166666667
Guangzhou,2016/1/22,14.5
Guangzhou,2016/1/23,20.8333333333
Guangzhou,2016/1/24,30.375
Guangzhou,2016/1/25,25.3333333333
Guangzhou,2016/1/26,27.5416666667
Guangzhou,2016/1/27,37.7083333333
Guangzhou,2016/1/28,22.4166666667
Guangzhou,2016/1/29,15.5833333333
Guangzhou,2016/1/3,121.916666667
Guangzhou,2016/1/30,18.8333333333
Guangzhou,2016/1/31,17.3333333333
Guangzhou,2016/1/4,92.625
Guangzhou,2016/1/5,27.75
Guangzhou,2016/1/6,18.9166666667
Guangzhou,2016/1/7,27.7916666667
Guangzhou,2016/1/8,36.4166666667
Guangzhou,2016/1/9,50.2083333333
Guangzhou,2016/10/1,21.875
Guangzhou,2016/10/10,25.3333333333
Guangzhou,2016/10/11,28.2083333333
Guangzhou,2016/10/12,25.6666666667
Guangzhou,2016/10/13,16.4166666667
Guangzhou,2016/10/14,15.0
Guangzhou,2016/10/15,26.2916666667
Guangzhou,2016/10/16,24.125
Guangzhou,2016/10/17,33.7916666667
Guangzhou,2016/10/18,12.7272727273
Guangzhou,2016/10/19,2.45
Guangzhou,2016/10/2,14.1666666667
Guangzhou,2016/10/20,13.0833333333
Guangzhou,2016/10/21,10.75
Guangzhou,2016/10/22,32.875
Guangzhou,2016/10/23,40.2916666667
Guangzhou,2016/10/24,27.875
Guangzhou,2016/10/25,17.5
Guangzhou,2016/10/26,28.1739130435
Guangzhou,2016/10/27,22.75
Guangzhou,2016/10/28,35.0
Guangzhou,2016/10/29,28.75
Guangzhou,2016/10/3,9.75
Guangzhou,2016/10/30,17.6666666667
Guangzhou,2016/10/31,20.7083333333
Guangzhou,2016/10/4,20.0416666667
Guangzhou,2016/10/5,22.625
Guangzhou,2016/10/6,28.0416666667
Guangzhou,2016/10/7,23.875
Guangzhou,2016/10/8,12.0416666667
Guangzhou,2016/10/9,25.1666666667
Guangzhou,2016/11/1,7.29166666667
Guangzhou,2016/11/10,8.125
Guangzhou,2016/11/11,26.9583333333
Guangzhou,2016/11/12,69.5833333333
Guangzhou,2016/11/13,69.4166666667
Guangzhou,2016/11/14,46.3333333333
Guangzhou,2016/11/15,71.6666666667
Guangzhou,2016/11/16,50.0833333333
Guangzhou,2016/11/17,70.625
Guangzhou,2016/11/18,90.875
Guangzhou,2016/11/19,68.5416666667
Guangzhou,2016/11/2,11.5833333333
Guangzhou,2016/11/20,36.5833333333
Guangzhou,2016/11/21,25.5416666667
Guangzhou,2016/11/22,15.5416666667
Guangzhou,2016/11/23,4.5
Guangzhou,2016/11/24,13.1666666667
Guangzhou,2016/11/25,17.75
Guangzhou,2016/11/26,7.45833333333
Guangzhou,2016/11/27,19.7916666667
Guangzhou,2016/11/28,30.375
Guangzhou,2016/11/29,42.625
Guangzhou,2016/11/3,17.2083333333
Guangzhou,2016/11/30,57.5833333333
Guangzhou,2016/11/4,40.5416666667
Guangzhou,2016/11/5,81.7083333333
Guangzhou,2016/11/6,62.3333333333
Guangzhou,2016/11/7,46.375
Guangzhou,2016/11/8,34.0416666667
Guangzhou,2016/11/9,13.2916666667
Guangzhou,2016/12/1,67.2083333333
Guangzhou,2016/12/10,58.2173913043
Guangzhou,2016/12/11,66.5416666667
Guangzhou,2016/12/12,45.4583333333
Guangzhou,2016/12/13,49.625
Guangzhou,2016/12/14,29.9166666667
Guangzhou,2016/12/15,24.7916666667
Guangzhou,2016/12/16,33.125
Guangzhou,2016/12/17,39.0
Guangzhou,2016/12/18,48.6666666667
Guangzhou,2016/12/19,57.5416666667
Guangzhou,2016/12/2,62.2083333333
Guangzhou,2016/12/20,89.375
Guangzhou,2016/12/21,87.375
Guangzhou,2016/12/22,24.9583333333
Guangzhou,2016/12/23,33.625
Guangzhou,2016/12/24,47.2916666667
Guangzhou,2016/12/25,47.5833333333
Guangzhou,2016/12/26,40.0
Guangzhou,2016/12/27,18.2916666667
Guangzhou,2016/12/28,37.375
Guangzhou,2016/12/29,33.875
Guangzhou,2016/12/3,57.0833333333
Guangzhou,2016/12/30,38.7083333333
Guangzhou,2016/12/31,42.8947368421
Guangzhou,2016/12/4,67.9583333333
Guangzhou,2016/12/5,72.4166666667
Guangzhou,2016/12/6,48.0909090909
Guangzhou,2016/12/7,58.5454545455
Guangzhou,2016/12/8,43.4583333333
Guangzhou,2016/12/9,44.7727272727
Guangzhou,2016/2/1,6.58333333333
Guangzhou,2016/2/10,47.4166666667
Guangzhou,2016/2/11,40.0416666667
Guangzhou,2016/2/12,24.5833333333
Guangzhou,2016/2/13,20.25
Guangzhou,2016/2/14,18.125
Guangzhou,2016/2/15,19.4166666667
Guangzhou,2016/2/16,34.0833333333
Guangzhou,2016/2/17,34.5416666667
Guangzhou,2016/2/18,55.3333333333
Guangzhou,2016/2/19,70.0
Guangzhou,2016/2/2,20.2916666667
Guangzhou,2016/2/20,50.125
Guangzhou,2016/2/21,59.6086956522
Guangzhou,2016/2/22,41.5416666667
Guangzhou,2016/2/23,13.5833333333
Guangzhou,2016/2/24,14.5416666667
Guangzhou,2016/2/25,36.9583333333
Guangzhou,2016/2/26,32.625
Guangzhou,2016/2/27,25.4166666667
Guangzhou,2016/2/28,40.1666666667
Guangzhou,2016/2/29,61.7142857143
Guangzhou,2016/2/3,40.5217391304
Guangzhou,2016/2/4,45.0416666667
